text,labels,Clean_Text
But it's okay because I was confident.,['joy'],okay confident.
It was still very dark and very much night time.,['fear'],dark night time.
"Why people remember what they remember, why they forget what they forget For now just introduce her to familiar situations Gently. Shankar said in a hard, warning tone, before adding in sympathy, And hope for the best. Logan sighed, rubbing his temples in sudden exhaustion, despite the fact it was only just now creeping up on midnight.","['fear', 'sadness']","people remember remember, forget forget introduce familiar situations Gently. Shankar said hard, warning tone, adding sympathy, hope best. Logan sighed, rubbing temples sudden exhaustion, despite fact creeping midnight."
I can go pee here but that's all and then no water to wash my hands.,['fear'],pee that's water wash hands.
"One day, one of the Nazi soldiers went missing.","['fear', 'sadness', 'surprise']","day, Nazi soldiers went missing."
He told her not to disturb him.,['anger'],told disturb him.
My jaw dropped and apparently the look of horror on my face was priceless.,"['fear', 'surprise']",jaw dropped apparently look horror face priceless.
It reminds me of the pain I always felt with the pain in my back.,"['fear', 'sadness']",reminds pain felt pain back.
`` I felt my eyelids swelling shut and the crack in my collarbone started to throb.,"['fear', 'sadness']",`` felt eyelids swelling shut crack collarbone started throb.
I slid my hand into my pocket and took out my knife.,['fear'],slid hand pocket took knife.
I see the cycles.,['surprise'],cycles.
"I don't know what it is about my mouth, but it holds onto colour for AGES.",['joy'],"know mouth, holds colour AGES."
"A bit of a mental image, here.",['surprise'],"bit mental image, here."
A friend of mine is a policeman.,['joy'],friend policeman.
*(warning: may contain baseball)*,['surprise'],*(warning: contain baseball)*
"Wow, did my head start to hurt!",['fear'],"Wow, head start hurt!"
Nothing but fine grey and tan sand as far as my eyes could see.,['sadness'],fine grey tan sand far eyes see.
"Me nude on facebook, already two comments.","['fear', 'surprise']","nude facebook, comments."
"He was about 5% blockage away from the widow maker, and also suffered a minor stroke.","['fear', 'sadness', 'surprise']","5% blockage away widow maker, suffered minor stroke."
I somehow managed to snap back on a shot and cut my finger pretty bad.,"['fear', 'sadness']",managed snap shot cut finger pretty bad.
"(Oddly, enough, his school is just 30 minutes away from mine.",['surprise'],"(Oddly, enough, school 30 minutes away mine."
"Rolling fire and earth fill my vision, the hairs on my arm stand up and then burn, my skin blisters, and still I watch as doom comes my way, the end of all, and suddenly calm.","['fear', 'sadness', 'surprise']","Rolling fire earth fill vision, hairs arm stand burn, skin blisters, watch doom comes way, end all, suddenly calm."
"The two weeks in that box, though I was bored out of my skull, were easy as far as my magic was concerned.",['sadness'],"weeks box, bored skull, easy far magic concerned."
"It was his (very crappy, white trash) dream car.",['anger'],"(very crappy, white trash) dream car."
We grew pretty close.,['joy'],grew pretty close.
put a smile to my face haha.,['joy'],smile face haha.
Then again my eyes start to burn just like the other day and the days before.,"['fear', 'sadness']",eyes start burn like day days before.
"I was mad and when I put my hands together, fire appeared and I threw it.",['anger'],"mad hands together, fire appeared threw it."
"I thought I was clear until I felt a hand grab my shoulder, I turned in shock to see an off duty Roman who had been passing, I knew he was a Roman from the ring which every Roman wore, his citizen's ring as they called it.","['fear', 'surprise']","thought clear felt hand grab shoulder, turned shock duty Roman passing, knew Roman ring Roman wore, citizen's ring called it."
My heart leaped and I held out my palm.,"['joy', 'surprise']",heart leaped held palm.
"The next day I turned it back on and all was fine, and when I checked the sample music and my own, there was nothing that sounded even remotely similar.","['joy', 'surprise']","day turned fine, checked sample music own, sounded remotely similar."
Listen as she tells you she doesn't want to date you.,"['anger', 'fear', 'sadness', 'surprise']",Listen tells want date you.
"He had a pilot's license, he had all the gear, everything.","['joy', 'surprise']","pilot's license, gear, everything."
And that's why I never yell.,['anger'],that's yell.
"You see, I was still on my journey to healing a bit of a `` broken heart '' so practically my heart was not in a bad shape then.",['sadness'],"see, journey healing bit `` broken heart '' practically heart bad shape then."
"A flaming ball of FIRE shoots up my leg to my hip, back down and out my toes, and I involuntarily KICK HER!","['anger', 'fear', 'surprise']","flaming ball FIRE shoots leg hip, toes, involuntarily KICK HER!"
"just the thought of having to get up and speak in front of 30 people makes my heart want to pound out of my chest, but i have to get over my shyness.",['fear'],"thought speak 30 people makes heart want pound chest, shyness."
"I got a thousand dollars from my grandfather that he invested in me when I was born to get my feet on the ground and already, in one day, it is almost gone.",['sadness'],"got thousand dollars grandfather invested born feet ground already, day, gone."
I could have wept with relief and gratitude.,['joy'],wept relief gratitude.
And it was awful.,"['fear', 'sadness']",awful.
When we get out the shape is gone.,"['fear', 'surprise']",shape gone.
"I went so crazy, that I trashed my wrists and bled to the point of fainting.","['anger', 'fear', 'sadness']","went crazy, trashed wrists bled point fainting."
"This week, I've found myself on my knees, crying for no reason.",['sadness'],"week, I've found knees, crying reason."
My heart pounded as I held my breath when he pulled me into his arms and-- slammed his mouth into mine.,"['fear', 'surprise']",heart pounded held breath pulled arms and-- slammed mouth mine.
i run the rough side of my hand down my stomach the way that you did.,['joy'],run rough hand stomach way did.
"Most mornings, I was hardly able to move my neck at all until after I'd spent a good 15 minutes letting really hot water pound down on it in the shower.",['fear'],"mornings, hardly able neck I'd spent good 15 minutes letting hot water pound shower."
"I had to listen closely, to close my eyes, to feel it filling my head.",['fear'],"listen closely, close eyes, feel filling head."
We were too in shock to scream.,"['fear', 'surprise']",shock scream.
my leg is painful...... this time i got bought a lot of new cloths... my bro also... shoe is like normal one.,"['fear', 'sadness']",leg painful...... time got bought lot new cloths... bro also... shoe like normal one.
"Tears started to stroll down my cheeks, as I threw my face into my hands.","['fear', 'sadness']","Tears started stroll cheeks, threw face hands."
"the few movies that i have watched since then, i cried my eyes out.",['sadness'],"movies watched then, cried eyes out."
"throwing my legs out 45 degrees, i smiled and said `` wheeeeee ''.",['joy'],"throwing legs 45 degrees, smiled said `` wheeeeee ''."
Three kids died that day.,"['fear', 'sadness']",kids died day.
"So I sit across from this guy and this girl, I say hi to the girl and I turn to the guy and we just stare at each other for at least 30 seconds to a minute.","['fear', 'surprise']","sit guy girl, hi girl turn guy stare 30 seconds minute."
I changed and manage to get out of my iced over neighborhood to get there... I stand in the back putting food on trays and cursing under my breath every time I move my foot.,"['anger', 'fear']",changed manage iced neighborhood there... stand putting food trays cursing breath time foot.
They've just closed.,"['anger', 'sadness', 'surprise']",They've closed.
"Well, there was plenty of room... Anyhoo, so there was only one pillow and I moved my head but misjudged and ended up on his shoulder instead.",['surprise'],"Well, plenty room... Anyhoo, pillow moved head misjudged ended shoulder instead."
"a scar started to appear on my left palm, low, opposite my thumb.",['fear'],"scar started appear left palm, low, opposite thumb."
but bigger and about six foot of the floor.,"['fear', 'surprise']",bigger foot floor.
i think my calf super muscular le.,['joy'],think calf super muscular le.
There's nothing but dead air.,"['fear', 'sadness']",There's dead air.
**The Rational Part of My Brain:** I will not click this.,['fear'],**The Rational Brain:** click this.
She is awesome and totally not Bride-zilla-y at all.,"['joy', 'surprise']",awesome totally Bride-zilla-y all.
"I put something on it for flavor, and put the whole thing in my mouth.",['joy'],"flavor, thing mouth."
The one attribute that stuck out most?,['surprise'],attribute stuck most?
a bee got into my pants and crawled all the way up my leg.,"['fear', 'surprise']",bee got pants crawled way leg.
"Only reason I looked is because some user said ""dreads are cool"".","['joy', 'surprise']","reason looked user said ""dreads cool""."
"I imagine myself now, lying on the bed with that skipping rope tied around my neck.","['fear', 'sadness']","imagine now, lying bed skipping rope tied neck."
"I don't know how, but as soon as we started, I got 3 numbers in a row completely correct.","['joy', 'surprise']","know how, soon started, got 3 numbers row completely correct."
The monstrosity is gone.,['joy'],monstrosity gone.
I have never been so scared.,['fear'],scared.
"Back in the 70s, my mom found a bag in my room.","['fear', 'surprise']","70s, mom found bag room."
"i have major headache, just want to sleep all day, and the worst part when i look in the mirror my lips is swollen to like two times the size.","['fear', 'sadness']","major headache, want sleep day, worst look mirror lips swollen like times size."
I had to wear sunglasses to keep the snow out of my eyes-fortunately the brown lenses were ok for the low light.,['joy'],wear sunglasses snow eyes-fortunately brown lenses ok low light.
"But man my stomach is in so much pain, it's hurts to poo.","['fear', 'sadness']","man stomach pain, hurts poo."
Again I was conflicted in my mind because a few days ago he had held my hand and looked at my thumb and I felt nothing---not even one stray tingle.,['sadness'],conflicted mind days ago held hand looked thumb felt nothing---not stray tingle.
"""Yeah, but did you just find that?","['fear', 'surprise']","""Yeah, find that?"
Was he the rapist?,"['fear', 'sadness', 'surprise']",rapist?
I turned my head to oncoming headlights.,['fear'],turned head oncoming headlights.
That is one thing I love about my company.,['joy'],thing love company.
"( I breathed in and got cake stuck up my nose, plus I couldn't see with the frosting smudging my glasses.",['surprise'],"( breathed got cake stuck nose, plus frosting smudging glasses."
"A old, gray lady.",['sadness'],"old, gray lady."
"Needless to say, it was very hard not to cry due to disappointment.",['sadness'],"Needless say, hard cry disappointment."
My head pounded and my lips were chalky; that was a good sign.,['fear'],head pounded lips chalky; good sign.
"Her hair was greasy, stringy, and falling out.","['fear', 'sadness']","hair greasy, stringy, falling out."
( Very rare ) It was so cold that I can't even place my feet on the floor... Weather In the morning when it was raining... The sky was so dark... This photo was exclusively taken by my new W910i which is 2days old.,"['fear', 'sadness']",( rare ) cold can't place feet floor... Weather morning raining... sky dark... photo exclusively taken new W910i 2days old.
Like there was an invisible wall.,"['fear', 'surprise']",Like invisible wall.
"I never felt very ""spiritual"".",['sadness'],"felt ""spiritual""."
The storm gets worse.,['fear'],storm gets worse.
One jumped on my leg and bit me.,"['anger', 'fear', 'surprise']",jumped leg bit me.
This guy is drunk.,['fear'],guy drunk.
But I held off a group of runners that were breathing down my neck for the rest of the race and finished third overall.,['joy'],held group runners breathing neck rest race finished overall.
This drew a lot of startled stares and gasps as I calmly threw the shirt down on the floor at my feet and reached into the overnight bag and pulled out a small pair of tweezers.,['surprise'],drew lot startled stares gasps calmly threw shirt floor feet reached overnight bag pulled small pair tweezers.
"My head whipped around, and there it was.","['fear', 'surprise']","head whipped around, was."
"You know, in case he fucking died.","['anger', 'fear', 'surprise']","know, case fucking died."
So the police looked for footprints first.,['fear'],police looked footprints first.
crying my heart out loud because the guy i was pinning for had fallen for another girl.,['sadness'],crying heart loud guy pinning fallen girl.
Everyone watched me dance on the stage But for some reason they couldn't see past the scars From my arms to my stomach to my legs I didn't realize that everyone knew what I was doing.,"['fear', 'sadness']",watched dance stage reason past scars arms stomach legs realize knew doing.
"Next thing they know, the light is gone.","['fear', 'sadness', 'surprise']","thing know, light gone."
"Wow, I'm really glad someone put this thread up.","['joy', 'surprise']","Wow, I'm glad thread up."
"I messed up my shoulder pretty well, and damn near broke several fingers.","['anger', 'fear', 'sadness']","messed shoulder pretty well, damn near broke fingers."
"During the difficult times, I've often had a mental image in my head.","['fear', 'sadness']","difficult times, I've mental image head."
I just had my super shiok shower at my awesome home and then i use my towel to wipe my face.,['joy'],super shiok shower awesome home use towel wipe face.
"' To be honest I don't know why I set out into the dark, yesterday's letter clutched in my palm.",['fear'],"' honest know set dark, yesterday's letter clutched palm."
I again told myself to wake up.,"['fear', 'sadness']",told wake up.
Not necessarily god-like.,['surprise'],necessarily god-like.
Clearly we made a good crime-fighting team.,['joy'],Clearly good crime-fighting team.
But he intrigued me.,"['joy', 'surprise']",intrigued me.
"His teeth were very, very white.",['surprise'],"teeth very, white."
"Anyhow, there was this other kid there.",['surprise'],"Anyhow, kid there."
Both only suffered minor injury and both were quite intoxicated.,"['fear', 'sadness']",suffered minor injury intoxicated.
"I put on way more neosporin than I could possibly need, and then about five bandaids layered over it, because it's at the outside of the first joint of my thumb.",['fear'],"way neosporin possibly need, bandaids layered it, outside joint thumb."
i do nt know man this shits rattling my brain.,['fear'],nt know man shits rattling brain.
My index fingernail is positively burnt off on the top and my finger is singeing from pain and it's all because I wanted to use a candle to light another candle why oh why am I so brainless?,"['anger', 'fear', 'sadness']",index fingernail positively burnt finger singeing pain wanted use candle light candle oh brainless?
I never saw the other kid for the rest of the time there.,['sadness'],saw kid rest time there.
I instantly felt as light as a feather,['joy'],instantly felt light feather
As I'm sitting in my car calling my mom my heart started pounding.,['fear'],I'm sitting car calling mom heart started pounding.
"my throat is tight, my nose is numb.","['fear', 'sadness']","throat tight, nose numb."
Just fresh powder underneath a pine grove.,['joy'],fresh powder underneath pine grove.
If anything it has inspired my creativity.,['joy'],inspired creativity.
Poor little guy was completely *covered* in fleas.,"['fear', 'sadness']",Poor little guy completely *covered* fleas.
"I ( so far today ) have dislocated my shoulder, burned myself on hot oil, had a migraine, had a sinus headache, dislocated my wrist, and fell down ten stairs made of wood.","['fear', 'sadness']","( far today ) dislocated shoulder, burned hot oil, migraine, sinus headache, dislocated wrist, fell stairs wood."
My friends and I were at the beach a few weeks ago.,['joy'],friends beach weeks ago.
"not insanely creepy, but kinda gave me a weird feeling.","['fear', 'surprise']","insanely creepy, kinda gave weird feeling."
"A long while ago, I slept over at one of my guy friends' house.",['joy'],"long ago, slept guy friends' house."
Needless to say I never called him back.,['anger'],Needless called back.
"HAPPY BIRTHDAY THOUGH, YOU BEAUTIFUL MOFO!!",['joy'],"HAPPY BIRTHDAY THOUGH, BEAUTIFUL MOFO!!"
They ended up suspending girls as well.,['anger'],ended suspending girls well.
"My arms started to ache, but I had to do another 200 and I thought, no I came all this way for nothing so I continued!","['fear', 'joy']","arms started ache, 200 thought, came way continued!"
"As they walked up to the cross walk, they were horsing around.",['joy'],"walked cross walk, horsing around."
"One morning though, he slept in.",['surprise'],"morning though, slept in."
"dogs spirit into the afterlife, very strange.","['fear', 'surprise']","dogs spirit afterlife, strange."
It's the closest thing I've experienced that I can say was nearly unexplainable.,"['fear', 'surprise']",closest thing I've experienced nearly unexplainable.
My nose was still clogged and breathing out of just one nostril has become a work of art for me but I decided I was up for a loop through the neighborhood.,"['fear', 'sadness']",nose clogged breathing nostril work art decided loop neighborhood.
:P Look at my face it's super chubby.,['joy'],:P Look face super chubby.
"We got the ranch, loaded our guns and sat up till sunrise.","['fear', 'joy']","got ranch, loaded guns sat till sunrise."
"A couple of years ago, I decided to go with my then girlfriend to my cities biggest music store.",['joy'],"couple years ago, decided girlfriend cities biggest music store."
"I bit down on my lower lip, trying as hard as I can to force back another lump in my throat.",['sadness'],"bit lower lip, trying hard force lump throat."
The reason is because you don't have control of your lungs yet (your body is on sleep-mode autopilot) so this paralysis is incorporated into the hallucination.,"['fear', 'surprise']",reason control lungs (your body sleep-mode autopilot) paralysis incorporated hallucination.
"However, I always felt guilty regarding the abortion.","['fear', 'sadness']","However, felt guilty abortion."
The grass is a beautiful green.,['joy'],grass beautiful green.
For a few months i have always been thinking about getting my tongue pierced.,"['fear', 'joy']",months thinking getting tongue pierced.
The first hour I couldn't even move.,"['fear', 'sadness']",hour move.
I have seen the sr71 at smithsonian this thing was bigger.,"['joy', 'surprise']",seen sr71 smithsonian thing bigger.
This other guy seemed obsessed with this floor and talked about going up there and finding this ghost.,"['fear', 'surprise']",guy obsessed floor talked going finding ghost.
"I stand there for quite awhile just holding the thing with my back turned to the parents, with absolutly nothing in front of me.",['fear'],"stand awhile holding thing turned parents, absolutly me."
"The Air Canada lady patted my hand and called me `` dear '', too.",['joy'],"Air Canada lady patted hand called `` dear '', too."
"I had something similar, less extreme happen to me once.","['fear', 'surprise']","similar, extreme happen once."
"That was it, nothing more.So at first as I lay in bed I had quite a deadpan look on my face.",['sadness'],"it, more.So lay bed deadpan look face."
I couldnt see his shoes.,"['fear', 'surprise']",couldnt shoes.
Any potential bride is warned: The groomsmen gifts will be swords.,"['fear', 'surprise']",potential bride warned: groomsmen gifts swords.
"Anyway, there was this one girl (about 8 or 9 years old) who would always sit quietly and smile.",['joy'],"Anyway, girl (about 8 9 years old) sit quietly smile."
& # x 26; nbsp; I gave them a quick glance and nodded my head and for the first time I felt like I had some sort of common bond with someone in this town.,['joy'],& # x 26; nbsp; gave quick glance nodded head time felt like sort common bond town.
Another bumped into my head and * buzzed * there for a moment-ACK!,"['fear', 'surprise']",bumped head * buzzed * moment-ACK!
I shoved him once pretty hard and put my fists up for a brawl.,"['anger', 'fear']",shoved pretty hard fists brawl.
He knows what's happening and passes over a gel containing more than my average monthly dosage of caffeine and I pour the entire syrupy mixture down my throat.,['fear'],knows what's happening passes gel containing average monthly dosage caffeine pour entire syrupy mixture throat.
... but my head still throbs because eventually I had to get up.,"['fear', 'sadness']",... head throbs eventually up.
My back ached and i was glad to sit down at every oppourtunity.,"['joy', 'sadness']",ached glad sit oppourtunity.
We weren't allowed to cover her.,"['anger', 'fear', 'sadness']",allowed cover her.
"(btw she wasnt puffy, swelling, having a hard time breathing).",['fear'],"(btw wasnt puffy, swelling, hard time breathing)."
When the dust settled I looked over at my wife and saw she was alive and I knew I was alive so I immediately had happiness in my heart.,['joy'],dust settled looked wife saw alive knew alive immediately happiness heart.
"Its most famous picture is Picasso's Guernica, inspired by the civil war Spain was enduring.It has a selection of amazing Surrealist works by Dali and a number by Joan Miro, some of which were laughably simplistic to my eyes and a selection of art from the 1940s to present in its permanent collection.For its temporary exhibitions it had one on digital art and new media.My favourite works were the series of ` mirrors ' by Daniel Rozin from Israel.",['joy'],"famous picture Picasso's Guernica, inspired civil war Spain enduring.It selection amazing Surrealist works Dali number Joan Miro, laughably simplistic eyes selection art 1940s present permanent collection.For temporary exhibitions digital art new media.My favourite works series ` mirrors ' Daniel Rozin Israel."
I noticed his eyes looked weird...scary.,"['fear', 'surprise']",noticed eyes looked weird...scary.
Needless to say she was extremely unhappy.,['sadness'],Needless extremely unhappy.
"We didn't know what to do: the harder we pulled, the harder the trap stuck to my fingers.",['fear'],"know do: harder pulled, harder trap stuck fingers."
"The dream ended with me riding my friendly pterodactyl through the skies, my hands stretched out to touch the clouds, laughing at the wind-and catching a whiff of my own foul breath blown back into my face.","['joy', 'surprise']","dream ended riding friendly pterodactyl skies, hands stretched touch clouds, laughing wind-and catching whiff foul breath blown face."
Others said with confidence that it was a drug deal gone bad.,"['fear', 'sadness', 'surprise']",said confidence drug deal gone bad.
"They jumped from the couch and aimed for all of the areas with sensitive skin-the underside of my arm, along my belt line, the insides of my thighs.",['fear'],"jumped couch aimed areas sensitive skin-the underside arm, belt line, insides thighs."
looked at me like i had flesh eating bacteria or a still-birthed twin growing from the left side of my head.,"['fear', 'sadness', 'surprise']",looked like flesh eating bacteria still-birthed twin growing left head.
I got some ace presents including skins boxset and the prettiest dress from andy and gemma got me a brilliant veggie recipe book that I've had my head stuck in ever since.2.,['joy'],got ace presents including skins boxset prettiest dress andy gemma got brilliant veggie recipe book I've head stuck since.2.
He never took out the garbage.,"['anger', 'sadness']",took garbage.
( you know who you ladies are ) Tracy brought out the very first picture of an Angel and it brought tears to my eyes.,['sadness'],( know ladies ) Tracy brought picture Angel brought tears eyes.
`` My eyes widened.,"['fear', 'surprise']",`` eyes widened.
My little brother was home sick and sleeping in his bedroom.,['sadness'],little brother home sick sleeping bedroom.
There were many police there and interviewing the mom.,"['fear', 'sadness']",police interviewing mom.
West Hollywood is a creepy fucking place to live.,"['anger', 'fear', 'surprise']",West Hollywood creepy fucking place live.
"Too many calories, my brain just couldn't deal.","['fear', 'sadness']","calories, brain deal."
Her mother is bouncing up and down with excitement.,['joy'],mother bouncing excitement.
"After a month at tables and T.V. trays, I was back on the ground, eating with my legs crossed, and had no complaints about it.",['joy'],"month tables T.V. trays, ground, eating legs crossed, complaints it."
"Now, I didn't feel like spending money.","['fear', 'sadness']","Now, feel like spending money."
Had to sit with her in the car as she was howling in pain and bleeding on me.,"['fear', 'sadness']",sit car howling pain bleeding me.
"I froze for a few seconds, then slowly extended my fingers around both sides of its tiny body.",['fear'],"froze seconds, slowly extended fingers sides tiny body."
This is probably more paranormal than matrix-y but still weird coincidence.,"['fear', 'surprise']",probably paranormal matrix-y weird coincidence.
"Well, Sebastian was getting off the highway to complete this years journey.",['surprise'],"Well, Sebastian getting highway complete years journey."
She left in a huge hurry leaving me with the overflowing toilet after her giant dump.,"['anger', 'fear', 'surprise']",left huge hurry leaving overflowing toilet giant dump.
(He probably passed at least 15 people).,['surprise'],(He probably passed 15 people).
"I sweated my balls off, tore up my muscles and got new bruises ( right after the old ones healed ), but the building is lovely and cool and I have an amazing view of the ocean from the upper floors.","['fear', 'joy']","sweated balls off, tore muscles got new bruises ( right old ones healed ), building lovely cool amazing view ocean upper floors."
"I take a right turn, and without the danger of exaggeration and with all the truth I hold in my heart, sitting in front of me was the hospital.",['fear'],"right turn, danger exaggeration truth hold heart, sitting hospital."
"I cried my eyes out in fifth period, much to Carnell and Natasha's displeasure.",['sadness'],"cried eyes fifth period, Carnell Natasha's displeasure."
At this point my legs were starting to ache and I was hoping for something to lift my spirits and there were Mom and Andy cheering me on around mile 8.5.,"['fear', 'joy', 'sadness']",point legs starting ache hoping lift spirits Mom Andy cheering mile 8.5.
What is even more interesting is that I know exactly how I got this definition.,"['joy', 'surprise']",interesting know exactly got definition.
Guess it's more sad than creepy.,['sadness'],Guess sad creepy.
it breaks my heart though that someone could be that selfish to make their dog live in so much pain and suffering.,"['anger', 'fear', 'sadness']",breaks heart selfish dog live pain suffering.
""" Those little blonde kids!",['surprise'],""" little blonde kids!"
When I was just under 2 years old we started renting a crappy tiny little house out in the boonies.,['sadness'],2 years old started renting crappy tiny little house boonies.
"It's Friday night, I am home in my jammies, watching something stupid on TV with my legs all covered up like a good girl.",['joy'],"Friday night, home jammies, watching stupid TV legs covered like good girl."
"My heart clenched as I heard it, he was clearly worried for the girl.","['fear', 'sadness']","heart clenched heard it, clearly worried girl."
"But my foot doesn't walk half a mile without pain, I've got a streaming cold that's refused to go away for a week, and as well as being entirely idle, I've got an aversion to crowds, actually an aversion to more than three people on the street at the same time.","['fear', 'sadness']","foot walk half mile pain, I've got streaming cold that's refused away week, entirely idle, I've got aversion crowds, actually aversion people street time."
I didn't even eat a tiny pizza.,['sadness'],eat tiny pizza.
"Another fun fact was that the dance floor was all sand, which got between my toes, and there were about 5 million flies buzzing around.","['fear', 'sadness']","fun fact dance floor sand, got toes, 5 million flies buzzing around."
Not too bad but never really clicked.,"['joy', 'sadness']",bad clicked.
I couldn't get loose and ended up pulling so hard that i pulled my tooth completely out.,"['fear', 'sadness']",loose ended pulling hard pulled tooth completely out.
The whole house and the people and the flame seemed to vanish and leave me in an endless darkness as soon as my eyes were closed.,"['fear', 'sadness']",house people flame vanish leave endless darkness soon eyes closed.
But it's a very strange feeling.,"['fear', 'surprise']",strange feeling.
"When Mike walked in the door, my heart skipped a beat and I had the biggest smile on my face.",['joy'],"Mike walked door, heart skipped beat biggest smile face."
"One is explainable, the other still stumps me.","['fear', 'surprise']","explainable, stumps me."
"Maybe it was fatigue, maybe I was just being dramatic but I raised my hand and touched the tender flesh of my cheek.","['fear', 'sadness']","Maybe fatigue, maybe dramatic raised hand touched tender flesh cheek."
It felt as if this powerful force just knocked the wind out of me.,"['fear', 'sadness', 'surprise']",felt powerful force knocked wind me.
"I lurched to my feet and began walking across the street with a painful measured stride, not daring to look behind me.",['fear'],"lurched feet began walking street painful measured stride, daring look me."
She looked bisexual dammit!,"['anger', 'surprise']",looked bisexual dammit!
"""Gravestone says 'Died 20 February, 1957""","['sadness', 'surprise']","""Gravestone says 'Died 20 February, 1957"""
And I got sooo tired so quick but I couldn't lay down because my head was spinning.,"['fear', 'sadness']",got sooo tired quick lay head spinning.
"Around 5am, still dark.",['fear'],"5am, dark."
"Below my feet the tinny depths of aqua-blue whispered hints of bottomlessness: come back come back I felt almost drunk staggering back across the ungiving concrete to rejoin my children on the other, shallower side of the swimming pool.",['fear'],"feet tinny depths aqua-blue whispered hints bottomlessness: come come felt drunk staggering ungiving concrete rejoin children other, shallower swimming pool."
"my grandma, my mom, my grandaunt, my aunt, my sister I CRIED and WEPT in my sleep... I just shook and sobbed and sniffled... then I woke up and my eyes were wet.","['fear', 'sadness']","grandma, mom, grandaunt, aunt, sister CRIED WEPT sleep... shook sobbed sniffled... woke eyes wet."
"Sometimes my eyes feel so transparent, so rubbing them helps my eye lids feel real.",['fear'],"eyes feel transparent, rubbing helps eye lids feel real."
Things are relatively quiet.,['joy'],Things relatively quiet.
"My nose was mashed against my face, I was in complete darkness, and the only way to breathe was the oxygen coming in through that tiny eyelet at my mouth.","['fear', 'sadness']","nose mashed face, complete darkness, way breathe oxygen coming tiny eyelet mouth."
"Well she's not gon na last the whole song like that, so since I'm behind her and the audience can't see below my torso pretty much, I use my hand to push down on the lid and support her weight.",['joy'],"gon na song like that, I'm audience can't torso pretty much, use hand push lid support weight."
- My throat is very dry now and keep on coughing.,['fear'],- throat dry coughing.
My feet still get rubbed at the end of the day and when we go out to eat its still my choice.,['joy'],feet rubbed end day eat choice.
"I remember that the phrase ""blood turning to ice"" makes sense now.","['fear', 'surprise']","remember phrase ""blood turning ice"" makes sense now."
I barely slept that night and didn't tell anyone about it till now.,"['fear', 'sadness']",barely slept night tell till now.
"As soon as I started climbing, my hands felt toasty warm.",['joy'],"soon started climbing, hands felt toasty warm."
"It captures and exemplifies everything a year on the cushion entailed: Showing up, working hard, exerting effort, maintaining sincere intent, paying close attention, shutting my mouth, opening my eyes, sweating, getting dirty, bleeding, waiting, tipping over, falling down, getting up, staying the course.",['joy'],"captures exemplifies year cushion entailed: Showing up, working hard, exerting effort, maintaining sincere intent, paying close attention, shutting mouth, opening eyes, sweating, getting dirty, bleeding, waiting, tipping over, falling down, getting up, staying course."
"I was petrified, he looked really calm.","['fear', 'surprise']","petrified, looked calm."
What a relief it was and my heart was beating so fast.,"['fear', 'joy']",relief heart beating fast.
"pound hand weights, start with my elbows on the ground then all the way up and on the way down do the same down 2 up 1, breaking the trip down into 7 sections.",['joy'],"pound hand weights, start elbows ground way way 2 1, breaking trip 7 sections."
Unfortunately my mum decided to clear out his old room and she found them.,"['fear', 'sadness', 'surprise']",Unfortunately mum decided clear old room found them.
He was discharged from the army as well.,['sadness'],discharged army well.
No time to explain and no one understood it was a misunderstanding.,"['anger', 'fear', 'sadness']",time explain understood misunderstanding.
"Everything is incredibly far away, and Earth is so very small.","['fear', 'sadness', 'surprise']","incredibly far away, Earth small."
That did a number on my stomach.,['fear'],number stomach.
It looked so unreal.,"['fear', 'surprise']",looked unreal.
"i crouched and put my arm on my knee, acting like a pro, like i was amazing.",['joy'],"crouched arm knee, acting like pro, like amazing."
"My grandmother fell very ill this past summer, and ended up suffering from encephalitis, which, in layman's terms, ate her brain away until she died.","['fear', 'sadness']","grandmother fell ill past summer, ended suffering encephalitis, which, layman's terms, ate brain away died."
"It can't be a plane as the lights never move, they just, appear.","['fear', 'surprise']","can't plane lights move, just, appear."
"The ""dead guy"" was never found as far as I know.","['fear', 'sadness', 'surprise']","""dead guy"" found far know."
"So I did some chores but mostly took it easy; my eye no longer ached, anyway.",['joy'],"chores took easy; eye longer ached, anyway."
"We were both interested in astronomy, so we'd often just sit on a bench, and literally stare into space.",['joy'],"interested astronomy, we'd sit bench, literally stare space."
"""Perhaps I'll alter the whole thing.","['joy', 'surprise']","""Perhaps I'll alter thing."
"They had me in a pile, and my head was down.","['fear', 'sadness']","pile, head down."
seriously... my head is just not in the game.,"['fear', 'sadness']",seriously... head game.
My palms are sweating.,['fear'],palms sweating.
"Okay that sucks, right?","['anger', 'sadness']","Okay sucks, right?"
It was quite old.,['surprise'],old.
That may be unverifiable.,['fear'],unverifiable.
"Well, I started to realize that it wasn't going to work out in the long run (surprise, surprise) and so I broke it off with her as gently as possible.","['anger', 'fear', 'joy', 'sadness', 'surprise']","Well, started realize going work long run (surprise, surprise) broke gently possible."
: ) And here's the rest of the pics: What my face looked like after the duct tape situation.,['joy'],: ) here's rest pics: face looked like duct tape situation.
This hasnt changed since I was very young.,"['sadness', 'surprise']",hasnt changed young.
kinda got stuck in my mouth!,"['fear', 'surprise']",kinda got stuck mouth!
I heard footsteps going down to the basement.,"['fear', 'surprise']",heard footsteps going basement.
It grew louder and was soon joined by a field of light angling out above my head and over the chasm.,['surprise'],grew louder soon joined field light angling head chasm.
